Commodity,country,total_value,rank
MISCELLANEOUS GOODS.,UNSPECIFIED,149.01,1
MISCELLANEOUS GOODS.,U K,0.27,2
MISCELLANEOUS GOODS.,NEPAL,0.23,3
MISCELLANEOUS GOODS.,GERMANY,0.1,4
MISCELLANEOUS GOODS.,BANGLADESH PR,0.04,5
MISCELLANEOUS GOODS.,U S A,0.04,5
MISCELLANEOUS GOODS.,ITALY,0.03,7
MISCELLANEOUS GOODS.,U ARAB EMTS,0.01,8
MISCELLANEOUS GOODS.,SOUTH AFRICA,0.01,8
MISCELLANEOUS GOODS.,SRI LANKA DSR,0.01,8
MISCELLANEOUS GOODS.,FRANCE,0.01,8
MISCELLANEOUS GOODS.,SINGAPORE,0.01,8
MISCELLANEOUS GOODS.,CHINA P RP,0.01,8
MISCELLANEOUS GOODS.,CHILE,0.01,8
MISCELLANEOUS GOODS.,TAIWAN,0.01,8
MISCELLANEOUS GOODS.,MYANMAR,0.0,16
MISCELLANEOUS GOODS.,BRAZIL,0.0,16
MISCELLANEOUS GOODS.,BAHARAIN IS,0.0,16
MISCELLANEOUS GOODS.,CAMEROON,0.0,16
MISCELLANEOUS GOODS.,GUATEMALA,0.0,16
MISCELLANEOUS GOODS.,KENYA,0.0,16
MISCELLANEOUS GOODS.,MAURITIUS,0.0,16
MISCELLANEOUS GOODS.,ZIMBABWE,0.0,16
MISCELLANEOUS GOODS.,TRINIDAD,0.0,16
MISCELLANEOUS GOODS.,SEYCHELLES,0.0,16
MISCELLANEOUS GOODS.,FINLAND,0.0,16
MISCELLANEOUS GOODS.,TURKEY,0.0,16
MISCELLANEOUS GOODS.,BULGARIA,0.0,16
MISCELLANEOUS GOODS.,MALDIVES,0.0,16
MISCELLANEOUS GOODS.,UKRAINE,0.0,16
MISCELLANEOUS GOODS.,QATAR,0.0,16
MISCELLANEOUS GOODS.,JAMAICA,0.0,16
MISCELLANEOUS GOODS.,CROATIA,0.0,16
MISCELLANEOUS GOODS.,ISRAEL,0.0,16
MISCELLANEOUS GOODS.,YEMEN REPUBLC,0.0,16
MISCELLANEOUS GOODS.,AFGHANISTAN TIS,0.0,16
MISCELLANEOUS GOODS.,PAPUA N GNA,0.0,16
MISCELLANEOUS GOODS.,PHILIPPINES,0.0,16
MISCELLANEOUS GOODS.,SWEDEN,0.0,16
MISCELLANEOUS GOODS.,KUWAIT,0.0,16
MISCELLANEOUS GOODS.,BENIN,0.0,16
MISCELLANEOUS GOODS.,KOREA RP,0.0,16
MISCELLANEOUS GOODS.,MALI,0.0,16
MISCELLANEOUS GOODS.,CONGO P REP,0.0,16
MISCELLANEOUS GOODS.,SERBIA,0.0,16
MISCELLANEOUS GOODS.,VIETNAM SOC REP,0.0,16
MISCELLANEOUS GOODS.,LUXEMBOURG,0.0,16
MISCELLANEOUS GOODS.,MADAGASCAR,0.0,16
MISCELLANEOUS GOODS.,BURKINA FASO,0.0,16
MISCELLANEOUS GOODS.,INDONESIA,0.0,16
MISCELLANEOUS GOODS.,BOLIVIA,0.0,16
MISCELLANEOUS GOODS.,NEW ZEALAND,0.0,16
MISCELLANEOUS GOODS.,BOTSWANA,0.0,16
MISCELLANEOUS GOODS.,DENMARK,0.0,16
MISCELLANEOUS GOODS.,SENEGAL,0.0,16
MISCELLANEOUS GOODS.,ARGENTINA,0.0,16
MISCELLANEOUS GOODS.,ALGERIA,0.0,16
MISCELLANEOUS GOODS.,HONG KONG,0.0,16
MISCELLANEOUS GOODS.,CHAD,0.0,16
MISCELLANEOUS GOODS.,EL SALVADOR,0.0,16
