Commodity,country,total_value,rank
CERAMIC PRODUCTS.,LEBANON,4.12,61
CERAMIC PRODUCTS.,GEORGIA,4.05,62
CERAMIC PRODUCTS.,BHUTAN,3.94,63
CERAMIC PRODUCTS.,SIERRA LEONE,3.81,64
CERAMIC PRODUCTS.,CANADA,3.73,65
CERAMIC PRODUCTS.,GHANA,3.72,66
CERAMIC PRODUCTS.,ALGERIA,3.54,67
CERAMIC PRODUCTS.,ETHIOPIA,3.4,68
CERAMIC PRODUCTS.,PERU,3.29,69
CERAMIC PRODUCTS.,GUINEA,3.1,70
CERAMIC PRODUCTS.,TRINIDAD,2.97,71
CERAMIC PRODUCTS.,SWEDEN,2.75,72
CERAMIC PRODUCTS.,MOROCCO,2.56,73
CERAMIC PRODUCTS.,MADAGASCAR,2.54,74
CERAMIC PRODUCTS.,SUDAN,2.49,75
CERAMIC PRODUCTS.,GUATEMALA,2.36,76
CERAMIC PRODUCTS.,MAURITANIA,2.3,77
CERAMIC PRODUCTS.,DJIBOUTI,2.3,77
CERAMIC PRODUCTS.,SYRIA,2.05,79
CERAMIC PRODUCTS.,MALI,2.02,80
CERAMIC PRODUCTS.,ZAMBIA,2.01,81
CERAMIC PRODUCTS.,CZECH REPUBLIC,1.96,82
CERAMIC PRODUCTS.,CROATIA,1.9,83
CERAMIC PRODUCTS.,NEW ZEALAND,1.86,84
CERAMIC PRODUCTS.,IRELAND,1.83,85
CERAMIC PRODUCTS.,CONGO D. REP.,1.81,86
CERAMIC PRODUCTS.,DOMINIC REP,1.74,87
CERAMIC PRODUCTS.,ARGENTINA,1.71,88
CERAMIC PRODUCTS.,SINGAPORE,1.66,89
CERAMIC PRODUCTS.,PARAGUAY,1.51,90
CERAMIC PRODUCTS.,SLOVENIA,1.48,91
CERAMIC PRODUCTS.,SLOVAK REP,1.45,92
CERAMIC PRODUCTS.,MYANMAR,1.34,93
CERAMIC PRODUCTS.,SEYCHELLES,1.34,93
CERAMIC PRODUCTS.,HAITI,1.33,95
CERAMIC PRODUCTS.,MALAWI,1.28,96
CERAMIC PRODUCTS.,PORTUGAL,1.27,97
CERAMIC PRODUCTS.,BOSNIA-HRZGOVIN,1.21,98
CERAMIC PRODUCTS.,SERBIA,1.19,99
CERAMIC PRODUCTS.,JAMAICA,1.16,100
CERAMIC PRODUCTS.,TOGO,1.13,101
CERAMIC PRODUCTS.,MALTA,1.09,102
CERAMIC PRODUCTS.,FIJI IS,1.08,103
CERAMIC PRODUCTS.,MALDIVES,1.05,104
CERAMIC PRODUCTS.,BENIN,1.04,105
CERAMIC PRODUCTS.,GABON,1.01,106
CERAMIC PRODUCTS.,KAZAKHSTAN,0.99,107
CERAMIC PRODUCTS.,CYPRUS,0.9,108
CERAMIC PRODUCTS.,PAKISTAN IR,0.88,109
CERAMIC PRODUCTS.,CONGO P REP,0.84,110
CERAMIC PRODUCTS.,MACEDONIA,0.83,111
CERAMIC PRODUCTS.,BURKINA FASO,0.8,112
CERAMIC PRODUCTS.,COSTA RICA,0.8,112
CERAMIC PRODUCTS.,BURUNDI,0.79,114
CERAMIC PRODUCTS.,BOTSWANA,0.75,115
CERAMIC PRODUCTS.,FINLAND,0.73,116
CERAMIC PRODUCTS.,GUYANA,0.66,117
CERAMIC PRODUCTS.,URUGUAY,0.65,118
CERAMIC PRODUCTS.,MONTENEGRO,0.56,119
CERAMIC PRODUCTS.,LUXEMBOURG,0.54,120
CERAMIC PRODUCTS.,RWANDA,0.53,121
CERAMIC PRODUCTS.,NORWAY,0.51,122
CERAMIC PRODUCTS.,TUNISIA,0.49,123
CERAMIC PRODUCTS.,HUNGARY,0.48,124
CERAMIC PRODUCTS.,NIGER,0.47,125
CERAMIC PRODUCTS.,NEW CALEDONIA,0.46,126
CERAMIC PRODUCTS.,LITHUANIA,0.46,126
CERAMIC PRODUCTS.,AFGHANISTAN TIS,0.45,128
CERAMIC PRODUCTS.,ZIMBABWE,0.43,129
CERAMIC PRODUCTS.,AUSTRIA,0.41,130
CERAMIC PRODUCTS.,KOREA DP RP,0.41,130
CERAMIC PRODUCTS.,DENMARK,0.4,132
CERAMIC PRODUCTS.,PUERTO RICO,0.39,133
CERAMIC PRODUCTS.,BRUNEI,0.35,134
CERAMIC PRODUCTS.,EL SALVADOR,0.33,135
CERAMIC PRODUCTS.,COMOROS,0.33,135
CERAMIC PRODUCTS.,AZERBAIJAN,0.33,135
CERAMIC PRODUCTS.,HONDURAS,0.24,138
CERAMIC PRODUCTS.,PANAMA REPUBLIC,0.24,138
CERAMIC PRODUCTS.,SURINAME,0.2,140
CERAMIC PRODUCTS.,MAYOTTE,0.19,141
CERAMIC PRODUCTS.,BARBADOS,0.18,142
CERAMIC PRODUCTS.,STATE OF PALEST,0.18,142
CERAMIC PRODUCTS.,GUINEA BISSAU,0.16,144
CERAMIC PRODUCTS.,REUNION,0.16,144
CERAMIC PRODUCTS.,EQUTL GUINEA,0.16,144
CERAMIC PRODUCTS.,LATVIA,0.14,147
CERAMIC PRODUCTS.,CAMBODIA,0.13,148
CERAMIC PRODUCTS.,UZBEKISTAN,0.12,149
CERAMIC PRODUCTS.,BOLIVIA,0.1,150
CERAMIC PRODUCTS.,ECUADOR,0.09,151
CERAMIC PRODUCTS.,MOLDOVA,0.09,151
CERAMIC PRODUCTS.,HONG KONG,0.09,151
CERAMIC PRODUCTS.,PAPUA N GNA,0.08,154
CERAMIC PRODUCTS.,VENEZUELA,0.08,154
CERAMIC PRODUCTS.,SWITZERLAND,0.07,156
CERAMIC PRODUCTS.,LESOTHO,0.07,156
CERAMIC PRODUCTS.,FR GUIANA,0.06,158
CERAMIC PRODUCTS.,SAMOA,0.04,159
CERAMIC PRODUCTS.,C AFRI REP,0.04,159
CERAMIC PRODUCTS.,CUBA,0.03,161
CERAMIC PRODUCTS.,MARTINIQUE,0.03,161
CERAMIC PRODUCTS.,NAMIBIA,0.03,161
CERAMIC PRODUCTS.,GUADELOUPE,0.03,161
CERAMIC PRODUCTS.,ERITREA,0.02,165
CERAMIC PRODUCTS.,ST LUCIA,0.02,165
CERAMIC PRODUCTS.,NICARAGUA,0.02,165
CERAMIC PRODUCTS.,ARMENIA,0.02,165
CERAMIC PRODUCTS.,NETHERLANDANTIL,0.02,165
CERAMIC PRODUCTS.,GRENADA,0.02,165
CERAMIC PRODUCTS.,ARUBA,0.02,165
CERAMIC PRODUCTS.,FR POLYNESIA,0.02,165
CERAMIC PRODUCTS.,ANTIGUA,0.01,173
CERAMIC PRODUCTS.,MONACO,0.01,173
CERAMIC PRODUCTS.,TURKMENISTAN,0.01,173
CERAMIC PRODUCTS.,DOMINICA,0.01,173
CERAMIC PRODUCTS.,ST VINCENT,0.01,173
CERAMIC PRODUCTS.,SWAZILAND,0.01,173
CERAMIC PRODUCTS.,TIMOR LESTE,0.01,173
CERAMIC PRODUCTS.,MONGOLIA,0.01,173
CERAMIC PRODUCTS.,HEARD MACDONALD,0.01,173
CERAMIC PRODUCTS.,VIRGIN IS US,0.0,182
CERAMIC PRODUCTS.,MICRONESIA,0.0,182
CERAMIC PRODUCTS.,PALAU,0.0,182
CERAMIC PRODUCTS.,CAYMAN IS,0.0,182
CERAMIC PRODUCTS.,BERMUDA,0.0,182
CERAMIC PRODUCTS.,ST KITT N A,0.0,182
CERAMIC PRODUCTS.,ICELAND,0.0,182
CERAMIC PRODUCTS.,LAO PD RP,0.0,182
CERAMIC PRODUCTS.,ESTONIA,0.0,182
CERAMIC PRODUCTS.,UNSPECIFIED,0.0,182
CERAMIC PRODUCTS.,MARSHALL ISLAND,"",192
CERAMIC PRODUCTS.,CHAD,"",192
CERAMIC PRODUCTS.,SAO TOME,"",192
CERAMIC PRODUCTS.,FAROE IS.,"",192
CERAMIC PRODUCTS.,MACAO,"",192
CERAMIC PRODUCTS.,ANDORRA,"",192
CERAMIC PRODUCTS.,LIECHTENSTEIN,"",192
CERAMIC PRODUCTS.,KYRGHYZSTAN,"",192
CERAMIC PRODUCTS.,BELARUS,"",192
CERAMIC PRODUCTS.,TAJIKISTAN,"",192
CERAMIC PRODUCTS.,BELIZE,"",192
