Commodity,country,total_value,rank
HEADGEAR AND PARTS THEREOF.,AZERBAIJAN,0.01,95
HEADGEAR AND PARTS THEREOF.,TRINIDAD,0.01,95
HEADGEAR AND PARTS THEREOF.,JAMAICA,0.01,95
HEADGEAR AND PARTS THEREOF.,GUYANA,0.01,95
HEADGEAR AND PARTS THEREOF.,ALGERIA,0.01,95
HEADGEAR AND PARTS THEREOF.,TUNISIA,0.01,95
HEADGEAR AND PARTS THEREOF.,DJIBOUTI,0.01,95
HEADGEAR AND PARTS THEREOF.,COMOROS,0.01,95
HEADGEAR AND PARTS THEREOF.,VIETNAM SOC REP,0.01,95
HEADGEAR AND PARTS THEREOF.,BULGARIA,0.0,121
HEADGEAR AND PARTS THEREOF.,BAHAMAS,0.0,121
HEADGEAR AND PARTS THEREOF.,REUNION,0.0,121
HEADGEAR AND PARTS THEREOF.,SYRIA,0.0,121
HEADGEAR AND PARTS THEREOF.,GAMBIA,0.0,121
HEADGEAR AND PARTS THEREOF.,NICARAGUA,0.0,121
HEADGEAR AND PARTS THEREOF.,TURKMENISTAN,0.0,121
HEADGEAR AND PARTS THEREOF.,BARBADOS,0.0,121
HEADGEAR AND PARTS THEREOF.,ANTIGUA,0.0,121
HEADGEAR AND PARTS THEREOF.,GRENADA,0.0,121
HEADGEAR AND PARTS THEREOF.,NEW CALEDONIA,0.0,121
HEADGEAR AND PARTS THEREOF.,GABON,0.0,121
HEADGEAR AND PARTS THEREOF.,KYRGHYZSTAN,0.0,121
HEADGEAR AND PARTS THEREOF.,DOMINICA,0.0,121
HEADGEAR AND PARTS THEREOF.,HAITI,0.0,121
HEADGEAR AND PARTS THEREOF.,MOLDOVA,0.0,121
HEADGEAR AND PARTS THEREOF.,VANUATU REP,0.0,121
HEADGEAR AND PARTS THEREOF.,SAN MARINO,0.0,121
HEADGEAR AND PARTS THEREOF.,PAPUA N GNA,0.0,121
HEADGEAR AND PARTS THEREOF.,MARTINIQUE,0.0,121
HEADGEAR AND PARTS THEREOF.,HUNGARY,0.0,121
HEADGEAR AND PARTS THEREOF.,AFGHANISTAN TIS,0.0,121
HEADGEAR AND PARTS THEREOF.,ALBANIA,0.0,121
HEADGEAR AND PARTS THEREOF.,BELARUS,0.0,121
HEADGEAR AND PARTS THEREOF.,KAZAKHSTAN,0.0,121
HEADGEAR AND PARTS THEREOF.,ST VINCENT,0.0,121
HEADGEAR AND PARTS THEREOF.,SIERRA LEONE,0.0,121
HEADGEAR AND PARTS THEREOF.,LATVIA,0.0,121
HEADGEAR AND PARTS THEREOF.,BOSNIA-HRZGOVIN,0.0,121
HEADGEAR AND PARTS THEREOF.,COSTA RICA,0.0,121
HEADGEAR AND PARTS THEREOF.,ST LUCIA,0.0,121
HEADGEAR AND PARTS THEREOF.,SOMALIA,0.0,121
HEADGEAR AND PARTS THEREOF.,COLOMBIA,0.0,121
HEADGEAR AND PARTS THEREOF.,ANGUILLA,0.0,121
HEADGEAR AND PARTS THEREOF.,BURUNDI,0.0,121
HEADGEAR AND PARTS THEREOF.,BELIZE,0.0,121
HEADGEAR AND PARTS THEREOF.,BERMUDA,0.0,121
HEADGEAR AND PARTS THEREOF.,NIGER,0.0,121
HEADGEAR AND PARTS THEREOF.,TONGA,0.0,121
HEADGEAR AND PARTS THEREOF.,MADAGASCAR,0.0,121
HEADGEAR AND PARTS THEREOF.,STATE OF PALEST,0.0,121
HEADGEAR AND PARTS THEREOF.,HONDURAS,0.0,121
HEADGEAR AND PARTS THEREOF.,GUAM,0.0,121
HEADGEAR AND PARTS THEREOF.,DOMINIC REP,0.0,121
HEADGEAR AND PARTS THEREOF.,MALTA,0.0,121
HEADGEAR AND PARTS THEREOF.,BRUNEI,0.0,121
HEADGEAR AND PARTS THEREOF.,MACEDONIA,0.0,121
HEADGEAR AND PARTS THEREOF.,CYPRUS,0.0,121
HEADGEAR AND PARTS THEREOF.,LAO PD RP,0.0,121
HEADGEAR AND PARTS THEREOF.,VENEZUELA,"",170
HEADGEAR AND PARTS THEREOF.,UZBEKISTAN,"",170
HEADGEAR AND PARTS THEREOF.,MAURITANIA,"",170
HEADGEAR AND PARTS THEREOF.,ARMENIA,"",170
HEADGEAR AND PARTS THEREOF.,PUERTO RICO,"",170
HEADGEAR AND PARTS THEREOF.,ICELAND,"",170
HEADGEAR AND PARTS THEREOF.,NAURU RP,"",170
HEADGEAR AND PARTS THEREOF.,ESTONIA,"",170
HEADGEAR AND PARTS THEREOF.,SURINAME,"",170
HEADGEAR AND PARTS THEREOF.,C AFRI REP,"",170
HEADGEAR AND PARTS THEREOF.,LIBYA,"",170
HEADGEAR AND PARTS THEREOF.,FR POLYNESIA,"",170
HEADGEAR AND PARTS THEREOF.,MONTENEGRO,"",170
HEADGEAR AND PARTS THEREOF.,IRAN,"",170
HEADGEAR AND PARTS THEREOF.,MONTSERRAT,"",170
HEADGEAR AND PARTS THEREOF.,TURKS C IS,"",170
HEADGEAR AND PARTS THEREOF.,BR VIRGN IS,"",170
HEADGEAR AND PARTS THEREOF.,KOREA DP RP,"",170
HEADGEAR AND PARTS THEREOF.,MARSHALL ISLAND,"",170
HEADGEAR AND PARTS THEREOF.,GUADELOUPE,"",170
HEADGEAR AND PARTS THEREOF.,CHAD,"",170
HEADGEAR AND PARTS THEREOF.,CUBA,"",170
